id,city,time,temperature,humidity
145,Kobe,上午12时,29.44,6.0
146,Kobe,上午1时,28.89,6.0
147,Kobe,上午2时,28.89,6.0
148,Kobe,上午3时,28.33,6.0
149,Kobe,上午4时,27.78,6.0
150,Kobe,上午5时,27.78,6.0
151,Kobe,上午6时,28.33,9.0
152,Kobe,上午7时,29.44,34.0
153,Kobe,上午8时,30.0,37.0
154,Kobe,上午9时,31.11,40.0
155,Kobe,上午10时,31.67,51.0
156,Kobe,上午11时,32.22,47.0
