id,city,date,high_temp,low_temp,detail_weather,humidity
91,Kobe,今晚7/24,26.67,,非常潮濕,6.0
92,Kobe,周四7/25,32.78,27.22,多雲間晴，雲量增加,12.0
93,Kobe,周五7/26,32.78,27.78,多雲轉晴，雲量增加,15.0
94,Kobe,周六7/27,32.78,27.22,局部地區有雷暴，局部多雲轉多雲,40.0
95,Kobe,周日7/28,33.33,25.56,高雲間晴，幾場陣雨,25.0
96,Kobe,周一7/29,32.78,26.67,局部地區有雷暴，局部地區有雷暴,49.0
97,Kobe,周二7/30,32.22,27.22,高雲間晴，局部多雲,3.0
98,Kobe,周三7/31,33.89,27.78,零星有雨和雷暴，可能有陣雨或雷暴,59.0
99,Kobe,周四8/1,36.11,27.22,局部晴朗，大部晴朗,25.0
100,Kobe,周五8/2,32.78,24.44,幾場雷暴，幾場陣雨,61.0
