id,city,date,high_temp,low_temp,detail_weather,humidity
141,Kyoto,今晚7/24,25.0,,陣雨,55.0
142,Kyoto,周四7/25,35.0,25.56,多雲間晴，局部多雲,25.0
143,Kyoto,周五7/26,35.56,26.11,多雲，雲量增加,17.0
144,Kyoto,周六7/27,34.44,26.11,局部地區有雷暴，大致多雲,40.0
145,Kyoto,周日7/28,35.0,26.11,多雲，大致多雲,41.0
146,Kyoto,周一7/29,33.89,27.22,一場陣雨或雷暴，局部多雲,55.0
147,Kyoto,周二7/30,37.22,28.89,多雲，雲量增加,3.0
148,Kyoto,周三7/31,35.56,26.67,可能有雨和雷暴，局部多雲,55.0
149,Kyoto,周四8/1,37.78,27.78,局部地區有雷暴，晴朗,40.0
150,Kyoto,周五8/2,33.89,25.0,幾場雷暴，大致多雲,65.0
