id,city,time,temperature,humidity
97,Gifu,上午12时,28.33,28.0
98,Gifu,上午1时,27.78,20.0
99,Gifu,上午2时,27.78,20.0
100,Gifu,上午3时,27.22,20.0
101,Gifu,上午4时,26.67,20.0
102,Gifu,上午5时,26.11,20.0
103,Gifu,上午6时,27.22,18.0
104,Gifu,上午7时,29.44,14.0
105,Gifu,上午8时,31.11,14.0
106,Gifu,上午9时,32.78,18.0
107,Gifu,上午10时,34.44,45.0
108,Gifu,上午11时,35.56,51.0
