id,city,date,high_temp,low_temp,detail_weather,humidity
71,Sapporo,今晚7/24,17.78,,幾場雷暴,77.0
72,Sapporo,周四7/25,26.67,18.89,間歇性降雨，雨和雷暴,72.0
73,Sapporo,周五7/26,25.0,18.33,低雲層，陣雨,16.0
74,Sapporo,周六7/27,25.56,19.44,降雨，可能有雨,94.0
75,Sapporo,周日7/28,28.33,20.56,間歇性降雨，雨漸停,67.0
76,Sapporo,周一7/29,24.44,17.22,低雲層，雲量增加,25.0
77,Sapporo,周二7/30,23.89,21.11,陣雨，降雨,80.0
78,Sapporo,周三7/31,30.56,23.33,變暖，大部晴朗,25.0
79,Sapporo,周四8/1,31.11,23.89,幾場雷暴，有幾場陣雨，主要在晨間,65.0
80,Sapporo,周五8/2,26.67,18.89,少量降雨，局部多雲轉多雲,56.0
