id,city,time,temperature,humidity
157,Yokohama,上午12时,26.67,46.0
158,Yokohama,上午1时,26.67,9.0
159,Yokohama,上午2时,26.67,9.0
160,Yokohama,上午3时,26.67,9.0
161,Yokohama,上午4时,26.67,9.0
162,Yokohama,上午5时,26.67,9.0
163,Yokohama,上午6时,27.22,6.0
164,Yokohama,上午7时,28.33,0.0
165,Yokohama,上午8时,28.89,0.0
166,Yokohama,上午9时,30.0,0.0
167,Yokohama,上午10时,31.11,0.0
168,Yokohama,上午11时,31.67,0.0
