id,city,time,temperature,humidity
1,Tokyo,上午12时,27.78,33.0
2,Tokyo,上午1时,27.78,12.0
3,Tokyo,上午2时,27.22,12.0
4,Tokyo,上午3时,26.67,12.0
5,Tokyo,上午4时,27.22,12.0
6,Tokyo,上午5时,27.22,12.0
7,Tokyo,上午6时,27.78,8.0
8,Tokyo,上午7时,28.89,0.0
9,Tokyo,上午8时,30.0,0.0
10,Tokyo,上午9时,30.56,0.0
11,Tokyo,上午10时,31.67,0.0
12,Tokyo,上午11时,32.78,0.0
